country,player_name,player_name_en,shirt_number,position,rarity,priority,output_path,prompt
"Spain","耶雷米·皮诺","PINO Yeremy","11","FW","Common","P3","public/cards/spain/pino-yeremy.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for PINO Yeremy / 耶雷米·皮诺. National team: Spain. Jersey: Spain red home jersey with yellow-gold trim and dark blue accents. Shirt number: #11. Position: FW. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to PINO Yeremy, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Common. Visual strength: 40% luxury. Design language: white-silver clean World Cup collectible card, simple but still premium, clear player portrait, minimal glow. Country palette: red, yellow-gold, dark blue. Use the unified card system inspired by the local Common template reference (assets/card_templates/sample-common-nelson-semedo.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""耶雷米·皮诺"", ""PINO Yeremy"", ""Spain"", ""#11"", ""FW"", ""Common"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: pino-yeremy.png. Intended path: public/cards/spain/pino-yeremy.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Spain","佩德罗·波罗","PORRO Pedro","12","DF","Common","P3","public/cards/spain/porro-pedro.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for PORRO Pedro / 佩德罗·波罗. National team: Spain. Jersey: Spain red home jersey with yellow-gold trim and dark blue accents. Shirt number: #12. Position: DF. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to PORRO Pedro, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Common. Visual strength: 40% luxury. Design language: white-silver clean World Cup collectible card, simple but still premium, clear player portrait, minimal glow. Country palette: red, yellow-gold, dark blue. Use the unified card system inspired by the local Common template reference (assets/card_templates/sample-common-nelson-semedo.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""佩德罗·波罗"", ""PORRO Pedro"", ""Spain"", ""#12"", ""DF"", ""Common"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: porro-pedro.png. Intended path: public/cards/spain/porro-pedro.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Spain","霍安·加西亚","GARCIA Joan","13","GK","Common","P3","public/cards/spain/garcia-joan.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for GARCIA Joan / 霍安·加西亚. National team: Spain. Jersey: Spain red home jersey with yellow-gold trim and dark blue accents. Shirt number: #13. Position: GK. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to GARCIA Joan, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Common. Visual strength: 40% luxury. Design language: white-silver clean World Cup collectible card, simple but still premium, clear player portrait, minimal glow. Country palette: red, yellow-gold, dark blue. Use the unified card system inspired by the local Common template reference (assets/card_templates/sample-common-nelson-semedo.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""霍安·加西亚"", ""GARCIA Joan"", ""Spain"", ""#13"", ""GK"", ""Common"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: garcia-joan.png. Intended path: public/cards/spain/garcia-joan.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Spain","艾梅里克·拉波尔特","LAPORTE Aymeric","14","DF","Common","P3","public/cards/spain/laporte-aymeric.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for LAPORTE Aymeric / 艾梅里克·拉波尔特. National team: Spain. Jersey: Spain red home jersey with yellow-gold trim and dark blue accents. Shirt number: #14. Position: DF. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to LAPORTE Aymeric, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Common. Visual strength: 40% luxury. Design language: white-silver clean World Cup collectible card, simple but still premium, clear player portrait, minimal glow. Country palette: red, yellow-gold, dark blue. Use the unified card system inspired by the local Common template reference (assets/card_templates/sample-common-nelson-semedo.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""艾梅里克·拉波尔特"", ""LAPORTE Aymeric"", ""Spain"", ""#14"", ""DF"", ""Common"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: laporte-aymeric.png. Intended path: public/cards/spain/laporte-aymeric.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Spain","亚历克斯·巴埃纳","BAENA Alex","15","MF","Common","P3","public/cards/spain/baena-alex.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for BAENA Alex / 亚历克斯·巴埃纳. National team: Spain. Jersey: Spain red home jersey with yellow-gold trim and dark blue accents. Shirt number: #15. Position: MF. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to BAENA Alex, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Common. Visual strength: 40% luxury. Design language: white-silver clean World Cup collectible card, simple but still premium, clear player portrait, minimal glow. Country palette: red, yellow-gold, dark blue. Use the unified card system inspired by the local Common template reference (assets/card_templates/sample-common-nelson-semedo.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""亚历克斯·巴埃纳"", ""BAENA Alex"", ""Spain"", ""#15"", ""MF"", ""Common"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: baena-alex.png. Intended path: public/cards/spain/baena-alex.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Spain","罗德里","RODRI","16","MF","Epic","P1","public/cards/spain/rodri.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for RODRI / 罗德里. National team: Spain. Jersey: Spain red home jersey with yellow-gold trim and dark blue accents. Shirt number: #16. Position: MF. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to RODRI, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Epic. Visual strength: 80% luxury. Design language: purple-gold and national-team energy card, star-player poster feeling, strong but controlled glow, premium gem-like border. Country palette: red, yellow-gold, dark blue. Use the unified card system inspired by the local Epic template reference (assets/card_templates/sample-epic-bruno.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""罗德里"", ""RODRI"", ""Spain"", ""#16"", ""MF"", ""Epic"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: rodri.png. Intended path: public/cards/spain/rodri.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Spain","尼科·威廉姆斯","WILLIAMS Nico","17","FW","Epic","P1","public/cards/spain/williams-nico.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for WILLIAMS Nico / 尼科·威廉姆斯. National team: Spain. Jersey: Spain red home jersey with yellow-gold trim and dark blue accents. Shirt number: #17. Position: FW. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to WILLIAMS Nico, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Epic. Visual strength: 80% luxury. Design language: purple-gold and national-team energy card, star-player poster feeling, strong but controlled glow, premium gem-like border. Country palette: red, yellow-gold, dark blue. Use the unified card system inspired by the local Epic template reference (assets/card_templates/sample-epic-bruno.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""尼科·威廉姆斯"", ""WILLIAMS Nico"", ""Spain"", ""#17"", ""FW"", ""Epic"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: williams-nico.png. Intended path: public/cards/spain/williams-nico.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Spain","马丁·祖比门迪","ZUBIMENDI Martin","18","MF","Common","P3","public/cards/spain/zubimendi-martin.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for ZUBIMENDI Martin / 马丁·祖比门迪. National team: Spain. Jersey: Spain red home jersey with yellow-gold trim and dark blue accents. Shirt number: #18. Position: MF. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to ZUBIMENDI Martin, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Common. Visual strength: 40% luxury. Design language: white-silver clean World Cup collectible card, simple but still premium, clear player portrait, minimal glow. Country palette: red, yellow-gold, dark blue. Use the unified card system inspired by the local Common template reference (assets/card_templates/sample-common-nelson-semedo.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""马丁·祖比门迪"", ""ZUBIMENDI Martin"", ""Spain"", ""#18"", ""MF"", ""Common"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: zubimendi-martin.png. Intended path: public/cards/spain/zubimendi-martin.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Spain","拉明·亚马尔","YAMAL Lamine","19","FW","Legend","P1","public/cards/spain/yamal-lamine.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for YAMAL Lamine / 拉明·亚马尔. National team: Spain. Jersey: Spain red home jersey with yellow-gold trim and dark blue accents. Shirt number: #19. Position: FW. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to YAMAL Lamine, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Legend. Visual strength: 100% luxury. Design language: black-and-gold cinematic national glory card, ornate premium border, strongest golden light, highest rarity, dramatic stadium atmosphere. Country palette: red, yellow-gold, dark blue. Use the unified card system inspired by the local Legend template reference (assets/card_templates/sample-legend-ronaldo.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""拉明·亚马尔"", ""YAMAL Lamine"", ""Spain"", ""#19"", ""FW"", ""Legend"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: yamal-lamine.png. Intended path: public/cards/spain/yamal-lamine.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Spain","佩德里","PEDRI","20","MF","Epic","P1","public/cards/spain/pedri.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for PEDRI / 佩德里. National team: Spain. Jersey: Spain red home jersey with yellow-gold trim and dark blue accents. Shirt number: #20. Position: MF. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to PEDRI, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Epic. Visual strength: 80% luxury. Design language: purple-gold and national-team energy card, star-player poster feeling, strong but controlled glow, premium gem-like border. Country palette: red, yellow-gold, dark blue. Use the unified card system inspired by the local Epic template reference (assets/card_templates/sample-epic-bruno.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""佩德里"", ""PEDRI"", ""Spain"", ""#20"", ""MF"", ""Epic"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: pedri.png. Intended path: public/cards/spain/pedri.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Spain","米克尔·奥亚萨瓦尔","OYARZABAL Mikel","21","FW","Common","P3","public/cards/spain/oyarzabal-mikel.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for OYARZABAL Mikel / 米克尔·奥亚萨瓦尔. National team: Spain. Jersey: Spain red home jersey with yellow-gold trim and dark blue accents. Shirt number: #21. Position: FW. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to OYARZABAL Mikel, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Common. Visual strength: 40% luxury. Design language: white-silver clean World Cup collectible card, simple but still premium, clear player portrait, minimal glow. Country palette: red, yellow-gold, dark blue. Use the unified card system inspired by the local Common template reference (assets/card_templates/sample-common-nelson-semedo.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""米克尔·奥亚萨瓦尔"", ""OYARZABAL Mikel"", ""Spain"", ""#21"", ""FW"", ""Common"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: oyarzabal-mikel.png. Intended path: public/cards/spain/oyarzabal-mikel.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
"Spain","保罗·库巴西","CUBARSI Pau","22","DF","Common","P3","public/cards/spain/cubarsi-pau.png","Create one complete vertical 2:3 AI-generated 2026 World Cup football collectible card for CUBARSI Pau / 保罗·库巴西. National team: Spain. Jersey: Spain red home jersey with yellow-gold trim and dark blue accents. Shirt number: #22. Position: DF. Portrait direction: create an original footballer portrait with a similar playing-role energy and public vibe to CUBARSI Pau, but do not request or imply an exact likeness, identity-copy, or real photo replication. Rarity: Common. Visual strength: 40% luxury. Design language: white-silver clean World Cup collectible card, simple but still premium, clear player portrait, minimal glow. Country palette: red, yellow-gold, dark blue. Use the unified card system inspired by the local Common template reference (assets/card_templates/sample-common-nelson-semedo.png): Layer 1 background and border, Layer 2 player portrait, Layer 3 UI information; keep the face and upper body clear. Visible card text only: ""保罗·库巴西"", ""CUBARSI Pau"", ""Spain"", ""#22"", ""DF"", ""Common"", ""2026 World Cup"", ""CAN / MEX / USA 2026"". Output filename: cubarsi-pau.png. Intended path: public/cards/spain/cubarsi-pau.png. Strictly avoid UEFA EURO, EURO 2024, Qatar 2022, 2022 World Cup, ability values, attack/defense/speed attributes, FUT-style attribute panels, titles, codenames, slogans, short descriptive copy, club logos, sponsor logos, watermarks, extra random text, and misspelled tournament branding."
